id,name,category,xref,provided_by
CHEBI:6541,losartan,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:40303,lovastatin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005061,lung adenocarcinoma,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0021117,lung neoplasm,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0004670,lupus erythematosus,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:62964,magnesium,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:86345,magnesium chloride,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6637,magnesium hydroxide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:52528,magnesium oxide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:31795,magnesium sulfate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0009831,malignant pancreatic neoplasm,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:6709,meclizine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6716,medroxyprogesterone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:16796,melatonin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6741,meloxicam,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:64312,memantine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:15409,menthol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6754,meperidine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:90Z2UF0E52,mepolizumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:94796,mercaptopurine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0044907,metastatic squamous cell carcinoma,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:6801,metformin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6807,methadone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:77498,methocarbamol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:44185,methotrexate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:92607,methylergonovine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:31836,methylphenidate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6888,methylprednisolone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:107736,metoclopramide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6904,metoprolol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6909,metronidazole,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6931,midazolam,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6950,mirtazapine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:63610,misoprostol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:27504,mitomycin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6960,moexipril,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:47564,mometasone furoate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:50730,montelukast,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005371,mood disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:17303,morphine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:63611,moxifloxacin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005301,multiple sclerosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:7025,mupirocin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0009688,myasthenia gravis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:8764,mycophenolate mofetil,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005068,myocardial infarction (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:7447,nafcillin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7454,nalbuphine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7459,naloxone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7476,naproxen,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:3JB47N2Q2P,natalizumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:I16QD7X297,neomycin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7514,neostigmine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005071,nervous system disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0021667,neuralgia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0018975,neurofibromatosis type 1,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:15940,niacin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7550,nicardipine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:17688,nicotine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7565,nifedipine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:52172,nilotinib,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:71415,nitrofurantoin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:28787,nitroglycerin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:31YO63LBSN,nivolumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0007027,non-alcoholic steatohepatitis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:18357,norepinephrine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7627,norethindrone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:50815,norgestimate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7640,nortriptyline,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0001847,nuclear senile cataract,biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:BDF1O1C72E,nystatin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0011122,obesity disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:O43472U9X8,obinutuzumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0007147,obstructive sleep apnea syndrome,biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:A10SJL62JY,ocrelizumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7731,ofloxacin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7735,olanzapine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:48416,olmesartan,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:2P471X1Z11,omalizumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:91766,omeprazole,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7773,ondansetron,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005886,oral candidiasis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:90943,osimertinib,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005178,osteoarthritis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005298,osteoporosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0021068,ovarian neoplasm,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:144551,oxybutynin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7852,oxycodone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7862,oxymetazoline,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7872,oxytocin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:DQ448MW7KS,palivizumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:FQ3DRG0N5K,pancrelipase,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:6A901E312A,panitumumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7915,pantoprazole,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:7936,paroxetine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:DPT0O3T46P,pembrolizumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:149460,penicillin g,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005904,pericarditis (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:8024,perindopril,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005294,peripheral vascular disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:K16AIQ8CTM,pertuzumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:4T6H12BN9U,petrolatum,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:71416,phenazopyridine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:15882,phenol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8080,phentermine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8093,phenylephrine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8232,piperacillin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0006373,pituitary gland adenoma,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005249,pneumonia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:8310,polymyxin b,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0001824,polyneuropathy,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0001339,portal vein thrombosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005146,post-traumatic stress disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:26216,potassium,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:32588,potassium chloride,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8356,pramipexole,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8357,pramoxine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:63618,pravastatin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8364,prazosin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0003538,precursor lymphoblastic lymphoma/leukemia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0006920,prediabetes syndrome,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:8378,prednisolone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8382,prednisone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0001119,premature menopause,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:8426,probenecid,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8435,prochlorperazine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:17026,progesterone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0010911,prolactin-producing pituitary gland adenoma,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:8461,promethazine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8485,proparacaine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:44915,propofol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8499,propranolol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0008315,prostate cancer,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:51209,pseudoephedrine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005083,psoriasis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0011849,psoriatic arthritis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005485,psychotic disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005279,pulmonary embolism (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0002771,pulmonary fibrosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:808T94CEU6,pyroglutamate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8707,quetiapine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8713,quinapril,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0002959,radiculopathy,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:8774,ramipril,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:D99YVK4L0X,ramucirumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:92246,ranitidine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0002169,rectum adenocarcinoma,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005314,relapsing-remitting multiple sclerosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005391,restless legs syndrome,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0008383,rheumatoid arthritis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:17015,riboflavin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8871,risperidone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:4F4X42SYQ6,rituximab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:68579,rivaroxaban,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:48273,rizatriptan,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8884,rocuronium,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8888,ropinirole,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:8890,ropivacaine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0007028,rotator cuff syndrome,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:66919,ruxolitinib,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:64064,salmeterol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005487,schizoaffective disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005090,schizophrenia (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0024333,sciatica,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:16794,scopolamine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0008420,seborrheic keratosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:DLG4EML025,secukinumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:48843,selenite,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:3FYP5M0IJX,sennosides,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9123,sertraline,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9150,simvastatin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005961,sinusitis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:9168,sirolimus,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:32139,sodium bicarbonate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:32142,sodium citrate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:28741,sodium fluoride,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4462,sodium phosphate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:32586,sodium sulfate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0002545,spinal cord disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005965,spinal stenosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:9241,spironolactone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005095,spondyloarthropathy,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0002253,spondylosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:45652,succinylcholine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9313,sucralfate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9321,sulbactam,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9332,sulfamethoxazole,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9334,sulfasalazine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:10650,sumatriptan,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:38940,sunitinib,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005100,systemic sclerosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:9398,tamsulosin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9421,tazobactam,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9434,telmisartan,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9435,temazepam,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:79699,temsirolimus,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9448,terbinafine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9449,terbutaline,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:17347,testosterone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:77932,tetracycline,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:33283,thiamine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:94514,thonzonium,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:25ADE2236L,thrombin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9600,timolol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:90960,tiotropium,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:63629,tizanidine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:28864,tobramycin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:I031V2H011,tocilizumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:71200,tofacitinib,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:63631,topiramate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9637,torsemide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0001104,toxic diffuse goiter,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:75725,tramadol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9649,trandolapril,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:48669,tranexamic acid,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:P188ANX8CK,trastuzumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9654,trazodone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:15367,tretinoin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9667,triamcinolone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9671,triamterene,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:45924,trimethoprim,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005147,type 1 diabetes mellitus,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005148,type 2 diabetes mellitus,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:46245,ubidecarenone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005101,ulcerative colitis (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005247,urinary tract infection (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:FU77B4U5Z0,ustekinumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0002715,uterine cancer,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0001843,uterus interstitial leiomyoma,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:35854,valacyclovir,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9925,valproate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9927,valsartan,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:28001,vancomycin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0004648,vascular dementia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:34543,vasopressin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:9RV78Q2002,vedolizumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:9943,venlafaxine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:77736,verapamil,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0006011,viral hepatitis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005108,viral infectious disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0020696,vitamin B12 deficiency,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:176843,vitamin b12,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:27306,vitamin b6,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:27300,vitamin d,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:33234,vitamin e,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:87732,warfarin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:36560,zinc oxide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:10125,zolpidem,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
